calories,protein,fat,carbs,bmi,goal,recommendation
1708,138,67,273,28.0,maintenance,unhealthy
2267,112,98,231,31.8,weight_loss,unhealthy
532,55,85,183,17.4,muscle_gain,excellent
1778,42,30,101,34.1,muscle_gain,excellent
1106,143,17,115,26.6,weight_loss,unhealthy
1110,97,90,254,34.1,maintenance,unhealthy
600,24,27,52,30.8,weight_loss,balanced
1149,14,95,267,19.7,maintenance,unhealthy
1529,30,39,95,20.0,weight_loss,unhealthy
2275,52,16,106,23.4,weight_loss,unhealthy
2110,95,13,275,21.8,weight_loss,unhealthy
300,118,82,72,24.9,weight_loss,unhealthy
750,18,71,112,27.9,weight_loss,unhealthy
1905,104,48,263,24.9,weight_loss,unhealthy
552,16,65,10,18.0,maintenance,balanced
1218,120,25,163,34.6,maintenance,unhealthy
1379,127,11,270,24.7,muscle_gain,excellent
1297,27,15,44,32.3,weight_loss,unhealthy
1179,89,49,36,18.3,muscle_gain,excellent
1555,76,36,233,31.6,muscle_gain,excellent
938,171,90,196,20.1,weight_loss,unhealthy
1176,126,87,168,29.2,weight_loss,unhealthy
1571,141,40,78,28.9,muscle_gain,excellent
2480,99,41,174,33.4,muscle_gain,excellent
2001,29,79,267,22.8,weight_loss,unhealthy
2349,21,45,111,19.0,weight_loss,unhealthy
1152,174,81,202,32.6,weight_loss,unhealthy
680,33,96,268,23.0,maintenance,balanced
1437,71,53,30,21.2,muscle_gain,excellent
307,89,19,54,25.8,muscle_gain,healthy
1172,61,17,285,19.6,muscle_gain,excellent
1826,76,57,180,22.3,maintenance,unhealthy
903,18,37,187,23.9,muscle_gain,unbalanced
2333,43,76,232,22.0,weight_loss,unhealthy
1074,148,36,33,25.1,maintenance,unhealthy
1647,22,52,93,23.9,muscle_gain,healthy
2307,79,72,69,30.9,maintenance,unhealthy
1473,106,61,297,33.5,maintenance,unhealthy
759,24,66,131,18.8,weight_loss,unhealthy
316,121,86,14,31.8,maintenance,balanced
1073,178,91,163,33.8,weight_loss,unhealthy
1167,121,97,290,29.4,weight_loss,unhealthy
1768,177,6,95,34.9,muscle_gain,excellent
243,8,81,84,23.0,weight_loss,unhealthy
708,88,20,276,31.9,muscle_gain,excellent
2211,152,12,200,29.1,muscle_gain,excellent
1388,143,23,261,22.8,muscle_gain,excellent
1515,118,36,77,29.7,weight_loss,unhealthy
1048,69,71,155,26.2,muscle_gain,excellent
2079,150,36,131,20.4,weight_loss,unhealthy
1116,171,89,51,20.1,weight_loss,unhealthy
998,48,29,159,29.8,muscle_gain,excellent
1075,122,57,71,29.8,weight_loss,unhealthy
1960,104,85,264,26.6,muscle_gain,excellent
1018,22,29,140,26.0,muscle_gain,healthy
2368,179,37,29,20.2,muscle_gain,excellent
1144,163,35,208,24.7,maintenance,unhealthy
1106,132,40,230,32.7,weight_loss,unhealthy
212,171,91,140,32.4,maintenance,balanced
802,42,93,180,28.9,maintenance,balanced
399,179,53,154,35.0,weight_loss,unhealthy
1991,140,48,190,33.1,weight_loss,unhealthy
647,108,52,170,19.6,muscle_gain,excellent
2011,17,34,69,24.2,maintenance,unhealthy
1040,59,17,224,19.4,weight_loss,balanced
789,92,47,77,25.4,muscle_gain,excellent
1353,89,97,201,31.0,weight_loss,unhealthy
2290,113,20,234,19.8,weight_loss,unhealthy
719,47,95,206,32.8,muscle_gain,excellent
1236,136,30,170,27.2,weight_loss,unhealthy
924,75,79,258,30.5,muscle_gain,excellent
1187,16,51,120,17.8,maintenance,unhealthy
1002,63,41,68,18.7,muscle_gain,excellent
726,48,7,42,28.2,weight_loss,excellent
1865,20,30,50,32.1,maintenance,unhealthy
1338,138,19,170,32.7,maintenance,unhealthy
659,18,70,38,29.4,muscle_gain,unbalanced
1131,119,32,264,20.6,muscle_gain,excellent
2186,116,88,194,20.5,muscle_gain,excellent
524,127,42,233,32.9,maintenance,balanced
778,62,48,230,19.0,muscle_gain,excellent
1737,163,57,95,29.3,weight_loss,unhealthy
2200,173,84,75,26.6,maintenance,unhealthy
674,124,8,123,24.6,muscle_gain,excellent
1277,39,76,274,24.9,maintenance,unhealthy
1681,14,48,294,34.0,weight_loss,unhealthy
1802,85,50,106,32.5,weight_loss,unhealthy
1643,162,88,133,32.6,weight_loss,unhealthy
831,48,30,165,24.3,muscle_gain,excellent
902,75,17,119,18.9,muscle_gain,excellent
1181,22,73,62,35.0,maintenance,unhealthy
1527,87,48,183,19.6,muscle_gain,excellent
2158,83,57,176,26.3,maintenance,unhealthy
758,90,55,85,21.8,muscle_gain,excellent
421,171,17,223,26.2,weight_loss,excellent
1756,46,45,191,22.5,muscle_gain,excellent
2405,128,15,54,33.1,muscle_gain,excellent
547,34,41,160,34.4,muscle_gain,excellent
1382,24,64,126,24.4,weight_loss,unhealthy
1088,130,36,131,18.3,maintenance,unhealthy
1121,100,49,179,28.9,muscle_gain,excellent
1458,129,22,175,23.8,weight_loss,unhealthy
604,46,97,158,34.7,muscle_gain,excellent
1480,93,83,83,18.6,muscle_gain,excellent
876,91,24,158,19.1,weight_loss,balanced
788,9,48,34,29.6,muscle_gain,unbalanced
1820,54,40,70,30.7,muscle_gain,excellent
1794,45,73,63,25.5,muscle_gain,excellent
765,98,41,232,22.0,muscle_gain,excellent
903,171,37,228,22.6,muscle_gain,excellent
1057,61,86,179,23.1,weight_loss,unhealthy
1484,169,23,198,21.1,weight_loss,unhealthy
784,139,55,41,32.3,muscle_gain,excellent
431,137,36,62,18.2,muscle_gain,excellent
1445,55,26,148,24.3,maintenance,unhealthy
251,110,5,56,30.5,weight_loss,excellent
2363,140,58,99,17.1,muscle_gain,excellent
737,15,93,45,32.8,maintenance,balanced
740,154,24,234,29.7,weight_loss,balanced
1242,102,62,51,18.3,maintenance,unhealthy
1014,103,39,237,33.1,maintenance,unhealthy
1615,143,74,278,25.8,muscle_gain,excellent
1852,100,74,195,28.7,muscle_gain,excellent
618,110,65,244,32.9,weight_loss,unhealthy
1063,147,67,131,32.9,maintenance,unhealthy
385,170,65,126,24.4,maintenance,healthy
460,5,61,48,21.3,muscle_gain,unbalanced
1751,50,7,171,21.6,weight_loss,unhealthy
1496,92,99,118,30.8,muscle_gain,excellent
2407,175,49,23,33.7,weight_loss,unhealthy
961,26,19,175,18.3,maintenance,balanced
423,7,21,121,17.3,weight_loss,balanced
1479,146,19,243,31.8,maintenance,unhealthy
379,134,9,211,24.0,weight_loss,excellent
2267,65,90,148,22.0,muscle_gain,excellent
1847,164,50,276,20.4,muscle_gain,excellent
831,42,15,281,23.2,muscle_gain,excellent
1736,50,68,175,34.5,weight_loss,unhealthy
2305,174,96,178,34.6,maintenance,unhealthy
2163,138,18,266,23.0,muscle_gain,excellent
814,45,43,133,34.3,weight_loss,unhealthy
761,157,71,47,22.4,weight_loss,unhealthy
821,143,59,258,32.4,muscle_gain,excellent
2335,114,46,246,20.8,muscle_gain,excellent
1213,45,79,107,31.9,muscle_gain,excellent
2261,61,98,69,23.4,muscle_gain,excellent
2380,178,9,28,20.5,weight_loss,unhealthy
2160,127,56,133,33.8,maintenance,unhealthy
1257,90,26,235,20.9,maintenance,unhealthy
791,67,81,109,34.9,weight_loss,unhealthy
782,43,48,26,19.0,maintenance,balanced
1813,142,89,257,17.2,weight_loss,unhealthy
1301,168,63,89,32.7,weight_loss,unhealthy
488,31,29,94,27.6,weight_loss,balanced
1768,85,25,38,24.6,maintenance,unhealthy
1643,111,96,143,18.5,weight_loss,unhealthy
206,40,68,203,27.3,weight_loss,unhealthy
1383,89,72,128,24.1,muscle_gain,excellent
439,159,97,200,25.7,muscle_gain,excellent
2186,173,51,162,28.3,maintenance,unhealthy
1646,32,39,281,28.5,muscle_gain,excellent
1949,20,91,141,34.3,muscle_gain,unbalanced
2317,39,11,17,28.8,muscle_gain,excellent
2103,168,60,143,23.1,weight_loss,unhealthy
2463,103,56,201,22.9,muscle_gain,excellent
1277,151,50,100,25.6,maintenance,unhealthy
1047,126,13,258,21.7,weight_loss,balanced
1511,165,62,261,23.8,maintenance,unhealthy
2292,27,27,72,32.2,maintenance,unhealthy
2445,123,7,225,32.5,maintenance,unhealthy
1439,67,65,143,28.3,maintenance,unhealthy
1704,74,13,116,27.5,maintenance,unhealthy
1532,154,57,170,24.7,muscle_gain,excellent
895,84,72,267,28.4,muscle_gain,excellent
226,63,53,25,31.5,maintenance,balanced
1159,157,93,68,30.3,maintenance,unhealthy
1726,21,74,18,17.6,muscle_gain,healthy
2068,43,52,206,30.2,maintenance,unhealthy
572,81,86,126,30.0,muscle_gain,excellent
2149,96,11,19,18.8,maintenance,unhealthy
444,171,35,16,19.7,maintenance,healthy
2040,28,60,203,31.2,weight_loss,unhealthy
1876,170,65,132,27.1,maintenance,unhealthy
324,92,96,72,31.8,weight_loss,unhealthy
736,48,9,13,20.3,maintenance,balanced
2119,40,34,293,17.6,weight_loss,unhealthy
1835,103,26,259,19.9,muscle_gain,excellent
1625,74,21,139,25.1,maintenance,unhealthy
1740,126,14,84,26.4,muscle_gain,excellent
730,128,75,263,32.4,weight_loss,unhealthy
453,84,72,176,29.9,weight_loss,unhealthy
2368,49,46,210,34.8,weight_loss,unhealthy
860,158,31,177,18.4,weight_loss,balanced
2001,143,11,293,19.3,muscle_gain,excellent
1260,157,27,60,18.5,weight_loss,unhealthy
1565,35,79,65,26.7,maintenance,unhealthy
1236,89,12,82,21.8,weight_loss,unhealthy
1406,49,12,291,29.3,muscle_gain,excellent
2335,119,9,97,19.4,muscle_gain,excellent
2293,71,75,61,18.9,maintenance,unhealthy
1342,80,90,134,25.3,muscle_gain,excellent
1754,44,6,271,23.8,weight_loss,unhealthy
1955,178,92,277,31.9,maintenance,unhealthy
2165,45,55,72,32.1,maintenance,unhealthy
944,124,70,45,19.1,muscle_gain,excellent
1829,85,16,18,31.6,maintenance,unhealthy
1166,42,51,250,27.2,weight_loss,unhealthy
962,104,59,294,26.1,weight_loss,unhealthy
993,168,30,99,18.7,muscle_gain,excellent
943,176,49,273,30.3,weight_loss,unhealthy
1269,61,66,214,18.1,weight_loss,unhealthy
1731,70,74,220,22.0,muscle_gain,excellent
757,34,91,287,18.7,weight_loss,unhealthy
2194,14,6,216,26.6,muscle_gain,unbalanced
725,65,30,103,28.6,muscle_gain,excellent
1039,40,18,208,33.0,muscle_gain,excellent
202,58,86,178,30.2,maintenance,balanced
1251,101,61,236,34.3,weight_loss,unhealthy
1604,8,36,13,30.7,weight_loss,unhealthy
356,58,66,107,22.4,weight_loss,unhealthy
2137,115,82,202,26.9,muscle_gain,excellent
2154,95,34,275,25.2,muscle_gain,excellent
710,93,17,233,27.2,weight_loss,excellent
886,68,44,76,27.3,weight_loss,unhealthy
1337,123,35,147,29.6,weight_loss,unhealthy
1612,96,41,248,18.5,weight_loss,unhealthy
1710,154,49,13,30.4,maintenance,unhealthy
770,157,90,111,19.6,muscle_gain,excellent
914,85,63,53,17.5,maintenance,balanced
1538,63,32,128,26.3,weight_loss,unhealthy
2486,48,65,197,27.5,muscle_gain,excellent
1190,80,23,240,17.6,maintenance,unhealthy
533,148,47,199,26.3,maintenance,balanced
2360,105,63,119,26.6,muscle_gain,excellent
1844,129,20,288,17.9,maintenance,unhealthy
561,20,73,115,29.8,weight_loss,unhealthy
2080,59,48,174,20.8,maintenance,unhealthy
2344,99,70,135,31.3,maintenance,unhealthy
2181,83,14,107,22.6,weight_loss,unhealthy
2263,81,51,129,25.6,weight_loss,unhealthy
2177,44,23,152,33.1,maintenance,unhealthy
575,25,88,204,31.5,weight_loss,unhealthy
941,70,97,139,31.1,muscle_gain,excellent
589,140,93,113,19.9,muscle_gain,excellent
1440,14,85,102,17.9,weight_loss,unhealthy
1023,136,55,231,27.9,weight_loss,unhealthy
2443,47,17,209,24.4,muscle_gain,excellent
617,109,67,297,33.4,muscle_gain,excellent
806,67,20,267,23.3,maintenance,balanced
767,175,57,19,24.4,maintenance,balanced
743,86,39,180,26.5,maintenance,balanced
2478,55,63,110,31.3,maintenance,unhealthy
1083,60,43,119,21.8,muscle_gain,excellent
902,175,71,256,34.0,muscle_gain,excellent
1423,156,77,253,26.7,muscle_gain,excellent
1822,38,65,32,32.1,weight_loss,unhealthy
2268,63,54,234,26.5,muscle_gain,excellent
1986,134,57,271,30.9,weight_loss,unhealthy
1819,134,50,278,17.9,weight_loss,unhealthy
1657,142,56,30,31.4,weight_loss,unhealthy
1783,155,33,129,26.4,maintenance,unhealthy
2114,147,9,129,25.1,weight_loss,unhealthy
277,122,71,207,19.0,muscle_gain,healthy
1508,132,78,145,30.3,muscle_gain,excellent
847,21,99,86,19.4,muscle_gain,healthy
2387,86,79,67,20.5,muscle_gain,excellent
752,18,85,95,19.3,muscle_gain,unbalanced
1197,85,44,10,17.1,muscle_gain,excellent
481,127,76,86,28.9,weight_loss,unhealthy
1481,20,6,19,21.9,muscle_gain,unbalanced
2046,36,72,78,19.7,weight_loss,unhealthy
1583,27,66,157,22.8,maintenance,unhealthy
1357,106,84,71,26.0,muscle_gain,excellent
303,166,62,22,26.1,maintenance,balanced
965,102,89,195,23.6,maintenance,balanced
2342,148,73,174,25.9,maintenance,unhealthy
1796,166,62,19,24.7,muscle_gain,excellent
679,108,39,268,31.8,weight_loss,balanced
2260,130,18,171,17.5,maintenance,unhealthy
2163,165,19,299,32.6,muscle_gain,excellent
2342,72,10,205,21.4,weight_loss,unhealthy
2272,175,20,43,30.0,maintenance,unhealthy
1495,68,91,169,24.3,muscle_gain,excellent
1728,75,99,94,22.3,weight_loss,unhealthy
1389,22,50,67,28.1,weight_loss,unhealthy
1138,117,67,274,30.8,muscle_gain,excellent
961,129,16,34,25.1,maintenance,balanced
853,131,45,45,25.4,muscle_gain,excellent
1869,65,23,273,18.1,maintenance,unhealthy
2131,79,80,123,33.6,muscle_gain,excellent
1326,111,81,114,32.2,weight_loss,unhealthy
2125,152,6,102,24.2,weight_loss,unhealthy
774,143,24,98,30.8,weight_loss,balanced
1529,178,99,172,22.6,weight_loss,unhealthy
1477,85,13,47,30.1,weight_loss,unhealthy
1403,110,25,101,26.3,muscle_gain,excellent
239,32,12,128,25.3,muscle_gain,healthy
719,167,43,220,18.0,muscle_gain,excellent
1839,12,41,169,34.4,maintenance,unhealthy
2483,95,33,110,32.1,maintenance,unhealthy
662,154,87,188,31.3,weight_loss,unhealthy
1451,125,39,293,22.5,weight_loss,unhealthy
2048,156,42,32,22.2,weight_loss,unhealthy
682,70,94,288,27.3,maintenance,balanced
542,99,79,41,32.2,maintenance,balanced
1396,68,39,147,33.8,muscle_gain,excellent
1662,69,72,90,21.8,maintenance,unhealthy
1402,129,7,204,27.9,weight_loss,unhealthy
1821,18,16,102,30.0,muscle_gain,unbalanced
2380,29,36,55,21.1,maintenance,unhealthy
2331,104,51,36,24.3,muscle_gain,excellent
1192,109,67,171,20.4,maintenance,unhealthy
1389,135,30,110,29.6,maintenance,unhealthy
1803,137,47,196,32.5,maintenance,unhealthy
1393,69,81,203,32.8,weight_loss,unhealthy
797,23,48,167,29.1,maintenance,balanced
844,110,42,18,23.2,weight_loss,unhealthy
647,58,33,221,28.9,muscle_gain,excellent
963,142,59,176,32.6,maintenance,balanced
934,148,56,283,28.3,weight_loss,unhealthy
1842,108,23,120,24.4,weight_loss,unhealthy
2497,178,39,212,33.6,muscle_gain,excellent
800,161,52,257,32.0,muscle_gain,excellent
2372,19,95,74,32.9,muscle_gain,unbalanced
2360,52,64,212,33.3,maintenance,unhealthy
1180,143,35,170,24.1,maintenance,unhealthy
1982,38,7,142,32.5,muscle_gain,excellent
2397,168,39,187,27.3,maintenance,unhealthy
779,162,92,202,17.7,weight_loss,unhealthy
982,103,56,275,28.4,weight_loss,unhealthy
731,23,75,69,25.5,maintenance,balanced
1712,74,55,214,22.0,maintenance,unhealthy
811,119,60,164,34.5,weight_loss,unhealthy
2499,165,25,81,18.0,weight_loss,unhealthy
2205,100,5,165,34.0,maintenance,unhealthy
1300,79,57,182,19.9,maintenance,unhealthy
1870,154,10,71,23.8,muscle_gain,excellent
1615,40,86,214,24.5,muscle_gain,excellent
1635,155,66,69,30.2,maintenance,unhealthy
2420,67,93,95,20.9,weight_loss,unhealthy
1074,158,83,152,34.7,maintenance,unhealthy
2448,97,51,16,30.5,weight_loss,unhealthy
416,9,54,188,31.2,maintenance,balanced
575,170,86,236,18.9,maintenance,healthy
1809,29,35,16,25.6,weight_loss,unhealthy
210,102,68,149,34.0,weight_loss,unhealthy
1813,16,33,23,21.9,maintenance,unhealthy
1017,154,19,43,19.6,weight_loss,balanced
1496,141,62,249,25.7,weight_loss,unhealthy
890,88,27,106,33.7,maintenance,balanced
1799,33,42,277,25.8,muscle_gain,excellent
1732,176,45,135,24.3,muscle_gain,excellent
1355,113,79,43,28.7,weight_loss,unhealthy
2147,31,19,292,33.9,maintenance,unhealthy
983,59,91,27,17.9,weight_loss,unhealthy
2172,137,7,77,19.8,maintenance,unhealthy
2076,56,87,246,19.4,muscle_gain,excellent
984,17,5,89,18.5,muscle_gain,unbalanced
596,46,92,95,22.4,muscle_gain,excellent
1281,147,79,69,21.1,weight_loss,unhealthy
1703,83,98,57,26.9,muscle_gain,excellent
2233,22,15,188,22.9,muscle_gain,healthy
1814,54,64,93,24.3,weight_loss,unhealthy
659,6,69,104,34.0,maintenance,balanced
2308,91,80,261,19.8,muscle_gain,excellent
745,111,8,189,24.0,maintenance,balanced
696,145,29,93,21.6,maintenance,balanced
704,51,76,159,26.9,weight_loss,unhealthy
1292,93,83,48,30.3,maintenance,unhealthy
2408,16,47,288,31.7,maintenance,unhealthy
1837,17,98,122,26.3,weight_loss,unhealthy
917,141,44,136,32.4,maintenance,balanced
1792,63,89,50,31.1,muscle_gain,excellent
1608,177,99,167,19.8,weight_loss,unhealthy
468,47,95,215,21.4,weight_loss,unhealthy
2146,78,48,56,29.1,weight_loss,unhealthy
1677,27,76,194,34.5,muscle_gain,healthy
1741,83,63,81,23.8,maintenance,unhealthy
1064,177,27,66,21.1,maintenance,unhealthy
309,27,66,248,32.6,maintenance,balanced
849,105,27,71,20.6,muscle_gain,excellent
2298,166,62,66,29.6,maintenance,unhealthy
1699,148,59,252,17.6,maintenance,unhealthy
1310,113,37,133,17.3,muscle_gain,excellent
795,115,81,162,25.1,muscle_gain,excellent
1178,164,67,264,28.8,maintenance,unhealthy
930,170,64,226,19.6,muscle_gain,excellent
256,21,65,241,30.7,muscle_gain,healthy
2443,90,84,26,19.3,muscle_gain,excellent
1983,43,80,89,26.6,weight_loss,unhealthy
1901,45,65,185,22.5,weight_loss,unhealthy
1486,52,99,48,30.5,maintenance,unhealthy
311,160,73,152,31.5,maintenance,balanced
910,81,93,26,18.2,muscle_gain,excellent
1401,5,25,258,20.5,maintenance,unhealthy
1147,121,7,44,33.1,weight_loss,unhealthy
225,23,52,298,24.5,maintenance,healthy
957,63,14,155,25.6,maintenance,balanced
2000,111,91,224,20.0,weight_loss,unhealthy
1755,173,85,174,34.9,weight_loss,unhealthy
2041,142,46,120,33.6,muscle_gain,excellent
2493,32,93,144,17.0,muscle_gain,excellent
1304,38,70,83,26.9,muscle_gain,excellent
861,43,95,165,32.7,maintenance,balanced
1108,130,50,224,24.7,maintenance,unhealthy
721,87,13,283,24.9,maintenance,balanced
2056,110,53,288,23.8,weight_loss,unhealthy
1959,114,8,157,17.5,maintenance,unhealthy
989,125,64,40,31.2,weight_loss,unhealthy
1497,111,94,23,25.2,maintenance,unhealthy
1929,135,33,32,26.6,maintenance,unhealthy
371,27,90,11,21.6,weight_loss,unhealthy
464,149,51,187,31.1,weight_loss,unhealthy
2186,75,81,68,31.3,weight_loss,unhealthy
1249,158,91,298,27.0,muscle_gain,excellent
1692,111,67,185,33.3,muscle_gain,excellent
2085,150,35,181,19.1,maintenance,unhealthy
675,50,55,92,31.2,maintenance,balanced
1249,74,45,232,27.1,maintenance,unhealthy
233,35,40,44,21.2,muscle_gain,healthy
1361,97,44,119,19.4,maintenance,unhealthy
1015,141,99,244,22.4,weight_loss,unhealthy
953,122,64,48,32.4,weight_loss,unhealthy
765,167,19,228,31.2,muscle_gain,excellent
661,85,82,226,28.6,weight_loss,unhealthy
1854,64,92,203,18.6,weight_loss,unhealthy
280,80,34,172,34.2,maintenance,balanced
2137,67,34,125,22.5,weight_loss,unhealthy
1069,104,31,170,27.9,weight_loss,balanced
1630,52,44,98,31.5,muscle_gain,excellent
1269,156,82,150,19.4,weight_loss,unhealthy
798,78,49,183,28.7,weight_loss,unhealthy
1834,62,79,210,17.6,maintenance,unhealthy
1006,34,51,122,18.8,maintenance,unhealthy
2134,161,94,183,30.0,maintenance,unhealthy
1276,14,60,83,19.8,muscle_gain,unbalanced
903,43,58,296,25.0,maintenance,balanced
2263,59,89,134,21.5,weight_loss,unhealthy
686,32,13,33,24.6,muscle_gain,excellent
905,150,69,41,18.4,weight_loss,unhealthy
1725,173,74,263,30.6,weight_loss,unhealthy
1364,122,5,122,18.4,maintenance,unhealthy
819,118,90,204,32.1,muscle_gain,excellent
976,79,17,25,28.9,muscle_gain,excellent
646,69,42,221,24.5,maintenance,balanced
408,85,49,117,32.6,muscle_gain,excellent
1698,104,44,33,20.4,weight_loss,unhealthy
1650,104,99,299,21.8,muscle_gain,excellent
2077,50,19,128,19.5,weight_loss,unhealthy
1491,64,54,190,23.9,muscle_gain,excellent
2398,141,6,47,34.8,muscle_gain,excellent
1942,177,57,242,19.9,maintenance,unhealthy
1478,160,99,78,32.0,maintenance,unhealthy
1600,101,30,91,28.7,muscle_gain,excellent
1876,7,70,127,17.3,weight_loss,unhealthy
1054,140,79,59,34.0,maintenance,unhealthy
1581,118,37,166,34.5,maintenance,unhealthy
904,120,86,83,33.6,maintenance,balanced
1025,62,89,192,26.0,muscle_gain,excellent
1204,74,63,115,21.0,weight_loss,unhealthy
576,97,99,198,24.0,weight_loss,unhealthy
1172,144,30,281,28.1,muscle_gain,excellent
317,141,98,96,23.8,weight_loss,unhealthy
643,109,25,181,29.7,maintenance,balanced
954,53,53,261,31.3,weight_loss,unhealthy
839,87,84,153,20.8,maintenance,balanced
2371,21,75,293,24.3,maintenance,unhealthy
1500,58,90,194,34.2,muscle_gain,excellent
822,116,75,163,21.5,maintenance,balanced
1692,176,70,127,23.2,weight_loss,unhealthy
2208,164,41,276,17.6,weight_loss,unhealthy
1851,167,18,264,23.0,weight_loss,unhealthy
1923,53,76,250,23.7,weight_loss,unhealthy
2119,148,97,180,18.8,weight_loss,unhealthy
1118,89,11,114,17.0,maintenance,unhealthy
1373,16,42,45,27.4,muscle_gain,unbalanced
1385,130,49,75,22.4,muscle_gain,excellent
319,102,26,194,17.3,weight_loss,balanced
781,140,48,199,32.5,maintenance,balanced
2147,153,85,164,27.5,muscle_gain,excellent
2346,52,84,236,20.1,weight_loss,unhealthy
1390,140,39,150,32.6,maintenance,unhealthy
1886,32,64,85,21.6,muscle_gain,excellent
2199,84,7,155,21.1,maintenance,unhealthy
600,14,71,47,33.1,weight_loss,unhealthy
1549,56,76,271,20.2,maintenance,unhealthy
1856,147,99,135,32.8,muscle_gain,excellent
820,136,59,101,31.5,muscle_gain,excellent
446,94,13,293,22.6,maintenance,healthy
1316,66,73,270,17.6,muscle_gain,excellent
823,111,32,117,18.5,maintenance,balanced
2039,136,19,54,19.0,maintenance,unhealthy
2309,45,95,11,33.0,weight_loss,unhealthy
499,103,35,210,24.3,weight_loss,balanced
